region,site_nom,question,reponse_attendue
Pays de la Loire,Eglise Saint-Vétérin,Quelle est la classification officielle de 'Eglise Saint-Vétérin' en Pays de la Loire ?,Monument historique
Pays de la Loire,Eglise Saint-Vétérin,'Eglise Saint-Vétérin' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Territoires et départements d'outre-mer,maison de la canne,Le site 'maison de la canne' est-il un musée ou un monument historique ?,Musee
Territoires et départements d'outre-mer,maison de la canne,Quelle est la classification officielle de 'maison de la canne' en Territoires et départements d'outre-mer ?,Musee
Territoires et départements d'outre-mer,maison de la canne,'maison de la canne' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Musee
Guyane,Site à polissoirs dit de l'APCAT,Le site 'Site à polissoirs dit de l'APCAT' est-il un musée ou un monument historique ?,Monument historique
Guyane,Site à polissoirs dit de l'APCAT,Quelle est la classification officielle de 'Site à polissoirs dit de l'APCAT' en Guyane ?,Monument historique
Guyane,Site à polissoirs dit de l'APCAT,'Site à polissoirs dit de l'APCAT' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Hauts-de-France,Vestiges anciens de la ville,Quel est le numéro de département pour le site 'Vestiges anciens de la ville' en Hauts-de-France ?,59
Hauts-de-France,Vestiges anciens de la ville,A quel code départemental est rattaché le lieu 'Vestiges anciens de la ville' ?,59
Hauts-de-France,Vestiges anciens de la ville,Donnez le numéro de département correspondant à : Vestiges anciens de la ville (Hauts-de-France).,59
Provence-Alpes-Côte d'Azur,Opéra,Quel est le numéro de département pour le site 'Opéra' en Provence-Alpes-Côte d'Azur ?,06
Provence-Alpes-Côte d'Azur,Opéra,A quel code départemental est rattaché le lieu 'Opéra' ?,06
Provence-Alpes-Côte d'Azur,Opéra,Donnez le numéro de département correspondant à : Opéra (Provence-Alpes-Côte d'Azur).,06
Martinique,Eglise Notre-Dame-de-la-Délivrance,Localisation de 'Eglise Notre-Dame-de-la-Délivrance' en Martinique : dans quelle commune se trouve-t-il précisément ?,Les Trois-Ilets
Martinique,Eglise Notre-Dame-de-la-Délivrance,"Concernant le patrimoine de la région Martinique, pouvez-vous nommer la ville où est situé le site 'Eglise Notre-Dame-de-la-Délivrance' ?",Les Trois-Ilets
Martinique,Eglise Notre-Dame-de-la-Délivrance,Où est situé 'Eglise Notre-Dame-de-la-Délivrance' (Martinique) ? Donnez uniquement le nom de la commune.,Les Trois-Ilets
Bourgogne-Franche-Comté,Eglise Saint-Julien,Localisation de 'Eglise Saint-Julien' en Bourgogne-Franche-Comté : dans quelle commune se trouve-t-il précisément ?,"Sennecey-le-Grand, 71"
Bourgogne-Franche-Comté,Eglise Saint-Julien,"Concernant le patrimoine de la région Bourgogne-Franche-Comté, pouvez-vous nommer la ville où est situé le site 'Eglise Saint-Julien' ?","Sennecey-le-Grand, 71"
Bourgogne-Franche-Comté,Eglise Saint-Julien,Où est situé 'Eglise Saint-Julien' (Bourgogne-Franche-Comté) ? Donnez uniquement le nom de la commune.,"Sennecey-le-Grand, 71"
Territoires et départements d'outre-mer,écomusée de la Martinique,Quel est le numéro de département pour le site 'écomusée de la Martinique' en Territoires et départements d'outre-mer ?,Rivière-Pilote
Territoires et départements d'outre-mer,écomusée de la Martinique,A quel code départemental est rattaché le lieu 'écomusée de la Martinique' ?,Rivière-Pilote
Territoires et départements d'outre-mer,écomusée de la Martinique,Donnez le numéro de département correspondant à : écomusée de la Martinique (Territoires et départements d'outre-mer).,Rivière-Pilote
Provence-Alpes-Côte d'Azur,Hôtel de Lestang-Parade,Le site 'Hôtel de Lestang-Parade' est-il un musée ou un monument historique ?,Monument historique
Provence-Alpes-Côte d'Azur,Hôtel de Lestang-Parade,Quelle est la classification officielle de 'Hôtel de Lestang-Parade' en Provence-Alpes-Côte d'Azur ?,Monument historique
Provence-Alpes-Côte d'Azur,Hôtel de Lestang-Parade,'Hôtel de Lestang-Parade' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bretagne,Eglise Saint-Thuriau,Le site 'Eglise Saint-Thuriau' est-il un musée ou un monument historique ?,Monument historique
Bretagne,Eglise Saint-Thuriau,Quelle est la classification officielle de 'Eglise Saint-Thuriau' en Bretagne ?,Monument historique
Bretagne,Eglise Saint-Thuriau,'Eglise Saint-Thuriau' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Normandie,Ancien hôtel du Comte Curial,Localisation de 'Ancien hôtel du Comte Curial' en Normandie : dans quelle commune se trouve-t-il précisément ?,13 rue des Cordeliers
Normandie,Ancien hôtel du Comte Curial,"Concernant le patrimoine de la région Normandie, pouvez-vous nommer la ville où est situé le site 'Ancien hôtel du Comte Curial' ?",13 rue des Cordeliers
Normandie,Ancien hôtel du Comte Curial,Où est situé 'Ancien hôtel du Comte Curial' (Normandie) ? Donnez uniquement le nom de la commune.,13 rue des Cordeliers
Nouvelle-Aquitaine,Château d'Arros,Localisation de 'Château d'Arros' en Nouvelle-Aquitaine : dans quelle commune se trouve-t-il précisément ?,Arros-de-Nay
Nouvelle-Aquitaine,Château d'Arros,"Concernant le patrimoine de la région Nouvelle-Aquitaine, pouvez-vous nommer la ville où est situé le site 'Château d'Arros' ?",Arros-de-Nay
Nouvelle-Aquitaine,Château d'Arros,Où est situé 'Château d'Arros' (Nouvelle-Aquitaine) ? Donnez uniquement le nom de la commune.,Arros-de-Nay
Hauts-de-France,Ancienne église,Quel est le numéro de département pour le site 'Ancienne église' en Hauts-de-France ?,59
Hauts-de-France,Ancienne église,A quel code départemental est rattaché le lieu 'Ancienne église' ?,59
Hauts-de-France,Ancienne église,Donnez le numéro de département correspondant à : Ancienne église (Hauts-de-France).,59
Auvergne-Rhône-Alpes,Eglise Saint-André,Quel est le numéro de département pour le site 'Eglise Saint-André' en Auvergne-Rhône-Alpes ?,63
Auvergne-Rhône-Alpes,Eglise Saint-André,A quel code départemental est rattaché le lieu 'Eglise Saint-André' ?,63
Auvergne-Rhône-Alpes,Eglise Saint-André,Donnez le numéro de département correspondant à : Eglise Saint-André (Auvergne-Rhône-Alpes).,63
Nouvelle-Aquitaine,Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe),Le site 'Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe)' est-il un musée ou un monument historique ?,Monument historique
Nouvelle-Aquitaine,Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe),Quelle est la classification officielle de 'Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe)' en Nouvelle-Aquitaine ?,Monument historique
Nouvelle-Aquitaine,Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe),'Vieux pont de Beissat sur la Gartempe (également sur commune de Saint-Ouen-sur-Gartempe)' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Territoires et départements d'outre-mer,musée départemental Alexandre Franconie,Quel est le numéro de département pour le site 'musée départemental Alexandre Franconie' en Territoires et départements d'outre-mer ?,Musee
Territoires et départements d'outre-mer,musée départemental Alexandre Franconie,A quel code départemental est rattaché le lieu 'musée départemental Alexandre Franconie' ?,Musee
Territoires et départements d'outre-mer,musée départemental Alexandre Franconie,Donnez le numéro de département correspondant à : musée départemental Alexandre Franconie (Territoires et départements d'outre-mer).,Musee
Grand Est,Eglise de Brières,Localisation de 'Eglise de Brières' en Grand Est : dans quelle commune se trouve-t-il précisément ?,Brécy-Brières
Grand Est,Eglise de Brières,"Concernant le patrimoine de la région Grand Est, pouvez-vous nommer la ville où est situé le site 'Eglise de Brières' ?",Brécy-Brières
Grand Est,Eglise de Brières,Où est situé 'Eglise de Brières' (Grand Est) ? Donnez uniquement le nom de la commune.,Brécy-Brières
Centre-Val de Loire,Moulin à eau de Pont-Thibault,Le site 'Moulin à eau de Pont-Thibault' est-il un musée ou un monument historique ?,Monument historique
Centre-Val de Loire,Moulin à eau de Pont-Thibault,Quelle est la classification officielle de 'Moulin à eau de Pont-Thibault' en Centre-Val de Loire ?,Monument historique
Centre-Val de Loire,Moulin à eau de Pont-Thibault,'Moulin à eau de Pont-Thibault' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Bourgogne-Franche-Comté,Château de Bussière,Le site 'Château de Bussière' est-il un musée ou un monument historique ?,Monument historique
Bourgogne-Franche-Comté,Château de Bussière,Quelle est la classification officielle de 'Château de Bussière' en Bourgogne-Franche-Comté ?,Monument historique
Bourgogne-Franche-Comté,Château de Bussière,'Château de Bussière' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Territoires et départements d'outre-mer,muséum d'histoire naturelle,Quel est le numéro de département pour le site 'muséum d'histoire naturelle' en Territoires et départements d'outre-mer ?,1 rue Poivre
Territoires et départements d'outre-mer,muséum d'histoire naturelle,A quel code départemental est rattaché le lieu 'muséum d'histoire naturelle' ?,1 rue Poivre
Territoires et départements d'outre-mer,muséum d'histoire naturelle,Donnez le numéro de département correspondant à : muséum d'histoire naturelle (Territoires et départements d'outre-mer).,1 rue Poivre
Bretagne,Fontaine de la Clarté,Le site 'Fontaine de la Clarté' est-il un musée ou un monument historique ?,Monument historique
Bretagne,Fontaine de la Clarté,Quelle est la classification officielle de 'Fontaine de la Clarté' en Bretagne ?,Monument historique
Bretagne,Fontaine de la Clarté,'Fontaine de la Clarté' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Hauts-de-France,Théâtre,Localisation de 'Théâtre' en Hauts-de-France : dans quelle commune se trouve-t-il précisément ?,"Amiens, 80"
Hauts-de-France,Théâtre,"Concernant le patrimoine de la région Hauts-de-France, pouvez-vous nommer la ville où est situé le site 'Théâtre' ?","Amiens, 80"
Hauts-de-France,Théâtre,Où est situé 'Théâtre' (Hauts-de-France) ? Donnez uniquement le nom de la commune.,"Amiens, 80"
Occitanie,"Chapelle Saint-Martin de la Salle, au hameau de Besplas","Localisation de 'Chapelle Saint-Martin de la Salle, au hameau de Besplas' en Occitanie : dans quelle commune se trouve-t-il précisément ?",Villasavary
Occitanie,"Chapelle Saint-Martin de la Salle, au hameau de Besplas","Concernant le patrimoine de la région Occitanie, pouvez-vous nommer la ville où est situé le site 'Chapelle Saint-Martin de la Salle, au hameau de Besplas' ?",Villasavary
Occitanie,"Chapelle Saint-Martin de la Salle, au hameau de Besplas","Où est situé 'Chapelle Saint-Martin de la Salle, au hameau de Besplas' (Occitanie) ? Donnez uniquement le nom de la commune.",Villasavary
Occitanie,Pont sur l'Hérault,Localisation de 'Pont sur l'Hérault' en Occitanie : dans quelle commune se trouve-t-il précisément ?,Gignac
Occitanie,Pont sur l'Hérault,"Concernant le patrimoine de la région Occitanie, pouvez-vous nommer la ville où est situé le site 'Pont sur l'Hérault' ?",Gignac
Occitanie,Pont sur l'Hérault,Où est situé 'Pont sur l'Hérault' (Occitanie) ? Donnez uniquement le nom de la commune.,Gignac
Bretagne,Stèle protohistorique de Kerdallé,Localisation de 'Stèle protohistorique de Kerdallé' en Bretagne : dans quelle commune se trouve-t-il précisément ?,"Trégunc, 29"
Bretagne,Stèle protohistorique de Kerdallé,"Concernant le patrimoine de la région Bretagne, pouvez-vous nommer la ville où est situé le site 'Stèle protohistorique de Kerdallé' ?","Trégunc, 29"
Bretagne,Stèle protohistorique de Kerdallé,Où est situé 'Stèle protohistorique de Kerdallé' (Bretagne) ? Donnez uniquement le nom de la commune.,"Trégunc, 29"
Centre-Val de Loire,Eglise Notre-Dame,Le site 'Eglise Notre-Dame' est-il un musée ou un monument historique ?,Monument historique
Centre-Val de Loire,Eglise Notre-Dame,Quelle est la classification officielle de 'Eglise Notre-Dame' en Centre-Val de Loire ?,Monument historique
Centre-Val de Loire,Eglise Notre-Dame,'Eglise Notre-Dame' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Mayotte,Minaret de la Mosquée,Le site 'Minaret de la Mosquée' est-il un musée ou un monument historique ?,Monument historique
Mayotte,Minaret de la Mosquée,Quelle est la classification officielle de 'Minaret de la Mosquée' en Mayotte ?,Monument historique
Mayotte,Minaret de la Mosquée,'Minaret de la Mosquée' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Provence-Alpes-Côte d'Azur,Chapelle Saint-Jean-Baptiste-des-Pananches,Le site 'Chapelle Saint-Jean-Baptiste-des-Pananches' est-il un musée ou un monument historique ?,Monument historique
Provence-Alpes-Côte d'Azur,Chapelle Saint-Jean-Baptiste-des-Pananches,Quelle est la classification officielle de 'Chapelle Saint-Jean-Baptiste-des-Pananches' en Provence-Alpes-Côte d'Azur ?,Monument historique
Provence-Alpes-Côte d'Azur,Chapelle Saint-Jean-Baptiste-des-Pananches,'Chapelle Saint-Jean-Baptiste-des-Pananches' : s'agit-il d'un monument historique ? Répondez par oui/non ou le type.,Monument historique
Île-de-France,Hôpital anglais ou Hertford British Hospital Corporation,Localisation de 'Hôpital anglais ou Hertford British Hospital Corporation' en Île-de-France : dans quelle commune se trouve-t-il précisément ?,"Levallois-Perret, 92"
Île-de-France,Hôpital anglais ou Hertford British Hospital Corporation,"Concernant le patrimoine de la région Île-de-France, pouvez-vous nommer la ville où est situé le site 'Hôpital anglais ou Hertford British Hospital Corporation' ?","Levallois-Perret, 92"
Île-de-France,Hôpital anglais ou Hertford British Hospital Corporation,Où est situé 'Hôpital anglais ou Hertford British Hospital Corporation' (Île-de-France) ? Donnez uniquement le nom de la commune.,"Levallois-Perret, 92"
La Réunion,Eglise paroissiale Notre-Dame-des-Neiges,Quel est le numéro de département pour le site 'Eglise paroissiale Notre-Dame-des-Neiges' en La Réunion ?,974
La Réunion,Eglise paroissiale Notre-Dame-des-Neiges,A quel code départemental est rattaché le lieu 'Eglise paroissiale Notre-Dame-des-Neiges' ?,974
La Réunion,Eglise paroissiale Notre-Dame-des-Neiges,Donnez le numéro de département correspondant à : Eglise paroissiale Notre-Dame-des-Neiges (La Réunion).,974
Martinique,"immeuble La Nationale, actuellement immeuble de bureaux GAN","Localisation de 'immeuble La Nationale, actuellement immeuble de bureaux GAN' en Martinique : dans quelle commune se trouve-t-il précisément ?","Fort-de-France, 972"
